material_id,formula,pbe_bandgap,material_class,space_group,synthetic_hse_linear_universal,synthetic_hse_material_class_specific,synthetic_hse_composition_dependent,synthetic_hse_structure_dependent,synthetic_hse_average,synthetic_hse_std,synthetic_experimental
mp-851575,Ag2B8O13,0.414099999999999,default,1,1.525305597733104,1.102658777290676,1.1609777795680791,1.2893824565685643,1.2695811527901057,0.16236136816551128,1.2572609972673698
mp-559071,Ag2Bi2S3Cl2,1.6367999999999991,chalcogenide,2,2.8183910898524926,2.4585568340247184,2.2984658051975027,2.714224442388372,2.5724095428657714,0.20532047992266422,2.5148046007245624
mp-1229130,Ag2Bi2SeS3,0.188999999999999,chalcogenide,44,0.9390780205754328,0.8502640296775857,0.7896511495488369,1.0979221670690207,0.919228841717719,0.11605151661436415,1.0505179189888807
mp-23558,Ag2BiO3,0.38720000000000004,halide,34,1.1833397173554088,1.5897560699059794,1.0290775126181024,1.1534729263935475,1.2389115565682596,0.21065978934011595,1.31364125825828
mp-561113,Ag2BiO3,0.5053000000000001,halide,7,1.0172423927577419,1.6575205240652777,1.010971307893839,1.3150898976901062,1.250206030601741,0.2653395569362185,1.1164533589521979
mp-556345,Ag2BrNO3,1.6045,halide,62,2.9240681193205855,3.116347769741032,2.6733016872957585,2.9945955731204554,2.927078287369458,0.1618588464442354,2.9501381801646045
mp-1199990,Ag2C4I3N,1.0895,halide,62,1.9870216717630682,2.6615389753699286,2.2127737738887308,2.2785315664364005,2.284966496864532,0.24281224637192153,2.5609609811245733
mp-574486,Ag2CN2,1.0037,nitride,14,2.1184849433380886,2.1688201402341027,1.6015236591690136,2.041462089081609,1.9825727079557034,0.22462556541251436,2.008781593987187
mp-1178578,Ag2CO3,0.449999999999999,carbide,46,1.196749752793574,1.0471445880785257,1.3679482361618525,1.2921540032179486,1.2259991450629752,0.11976068764784106,1.0737188030680513
mp-4691,Ag2CO3,0.4736,carbide,11,1.3201785535302295,0.9839174351838631,1.3232500130644769,1.332652799864405,1.2399997004107437,0.1479205753492401,1.243913153377387
mp-560717,Ag2CO3,0.7489999999999991,carbide,159,1.4015201979483018,1.3484602026945793,1.8241228318532692,1.5795623894676325,1.5384164054909457,0.18583936926988348,1.6500217692951693
mp-676581,Ag2CO3,0.746,carbide,26,1.759170847152204,1.2046139331125882,1.8536602984651491,2.0104608891260627,1.706976491964001,0.3036080160584276,1.4211327724740164
mp-680067,Ag2CSNClO4,2.5318,chalcogenide,15,3.5653328090529985,3.591298771197686,3.18084904878895,3.8921412310346577,3.557405465018573,0.25251453752272524,3.4587840764640654
mp-1196546,Ag2Ge(S2O7)3,2.8072,chalcogenide,147,4.329740772017854,4.132491312078147,4.714288895371687,3.1640932308965874,4.085153552591069,0.5714514780617446,3.970237795158568
mp-554988,Ag2Ge2O5,1.0401,semiconductor,14,2.494078964203883,1.7908633670555194,1.6781081845024484,1.91996788013757,1.970754598974855,0.31402645640042587,1.911006918685242
mp-983589,Ag2GeO3,0.2116,semiconductor,19,0.9429260569177266,0.6060505110141616,1.0310580290680926,0.8728004057041346,0.8632087506760289,0.15870616658099465,0.8410592046168661
mp-861942,Ag2GePbS4,1.3699,chalcogenide,40,2.6107190472501323,1.831638949504217,2.0475917236767693,2.218921256747114,2.177217744294558,0.28543395525279097,2.1330327577193864
mp-9900,Ag2GeS3,0.4646,chalcogenide,36,1.2533456395080549,1.3098668083925322,1.521492498121275,1.0386316570709735,1.2808341507732088,0.17188440997069743,1.265560399477689
mp-1202797,Ag2H12C3S3(BrN3)2,2.7767,chalcogenide,13,4.903474459276095,4.2031287415319785,4.8682542556987,3.9056884234589178,4.470136469991423,0.4290030036448408,4.468244202014268
mp-567645,Ag2H12C6N3Cl,3.5031,halide,33,4.559081726229465,6.998702444549036,6.47961095700184,5.283064971832694,5.830115024903258,0.9620591107189143,6.170726875569991
mp-723002,Ag2H12S(NO)4,2.9514,chalcogenide,114,5.002598706100728,4.445491405600039,4.863865228600326,4.309509984746794,4.6553663312619715,0.28622814727673995,4.55336113404241
mp-778019,Ag2H16O9,2.5301,default,14,3.7636324239169006,4.078446197713826,4.48144683627597,4.962836254919061,4.32159042820644,0.4492178015311326,4.169042663265748
mp-1196868,Ag2H2C2N6O13,1.8311000000000002,nitride,33,3.6565114451445035,3.072037046553543,3.1680245678674277,2.811900307014794,3.177118341645067,0.3059112354105564,3.067081727222663
mp-690687,Ag2H2IOF,1.4591,halide,4,2.17393231154375,2.7572825975449438,3.2217664308670466,2.399017726508116,2.6379997666159642,0.39606910078816365,2.6120980372108638
mp-555477,Ag2H3IO6,0.6966000000000001,halide,148,1.6323249443215424,1.7034481659526555,1.4721587079320326,1.4687378756967446,1.5691674234757438,0.10187857379998148,1.778757096194319
mp-860963,Ag2H4(SO4)3,2.8821,chalcogenide,33,3.827465210493187,3.955443249046842,4.555017407391135,5.106079899399299,4.361001441582616,0.510373015722103,4.205991417171102
mp-1202149,Ag2H6PdS2(NO3)2,1.894899999999999,chalcogenide,14,2.6024988186640847,3.036695350956765,3.1190753988100584,2.8809247210381708,2.9097985723672695,0.19695584557139292,2.9130072986671673
mp-1215002,Ag2H8C2S2N5ClO3,2.4575,chalcogenide,2,4.341755177343459,3.802004856871812,3.3308759596896946,3.530493999393863,3.751282498324707,0.3797104032388929,3.710167354555699
mp-558763,Ag2Hg(SeO3)2,1.9351,chalcogenide,61,3.390536627750966,2.6030769902902056,3.0863320132067917,2.946167861662483,3.0065283732276114,0.28295201459192215,3.0218351808674613
mp-553949,Ag2Hg2(TeO4)3,0.16060000000000002,chalcogenide,14,0.777923918830699,0.6207785486159849,0.728480253291054,0.9425794827041903,0.767440550860482,0.11598619976145581,0.7416359732251543
mp-1229184,Ag2Hg3P4Br3,0.8896000000000001,halide,5,2.2675690446999632,2.171481186455796,2.403956131155292,2.2047736758823246,2.261945009548344,0.08895371424668158,2.083398098092566
mp-23592,Ag2Hg7(As2I3)2,0.8340999999999991,chalcogenide,205,1.7888346641179027,1.9464955971663893,2.3897298989201823,1.74085768125974,1.9664794603660538,0.2559312160355739,2.050240580699695
mp-571425,Ag2Hg7(P4Br3)2,0.7716000000000001,halide,12,1.7435576665540533,2.1098836930674785,2.026295997327883,1.6383035291199153,1.8795102215173325,0.19447478373346816,1.9311320096611078
mp-672339,Ag2Hg7(P4I3)2,0.7439,halide,12,1.6300733093129662,2.256076167375576,2.4202727002097375,1.5365836149822716,1.9607514479701378,0.38328933362381234,2.1736911446389673
mp-1229141,Ag2HgGeS4,0.44410000000000005,chalcogenide,7,1.4517064320208986,1.2238173807102737,1.2191820438079672,1.3539033975547683,1.312152313523477,0.09703741084430799,1.3761508909814308
mp-1229122,Ag2HgI4,1.276399999999999,halide,121,1.743710766914206,2.351843022703816,2.7430111906453383,2.3065222595955497,2.2862718099647275,0.3562628986966307,2.256202565548964
mp-23485,Ag2HgI4,1.2219,halide,82,2.0691631283048957,2.6287877032436735,2.2100298702029426,1.935433564165898,2.2108535664793525,0.2600970872063482,2.4412705038664235
mp-570256,Ag2HgI4,1.100399999999999,halide,111,1.5277895491883884,2.430108259254271,2.2867680241766704,2.0654885850684153,2.077538604421936,0.34294734956553213,2.3363438538027754
mp-29816,Ag2HgO2,0.41029999999999905,default,96,1.412635412716102,1.1595983083809343,1.404542739660651,1.1717646324752988,1.2871352733082464,0.12156362566137706,1.2129702877102255
mp-9635,Ag2HgS2,0.41909999999999903,chalcogenide,14,1.2932008754944089,1.1834714801095805,1.2751280767121764,1.2821424041893528,1.2584857091263797,0.043786084978872056,1.2278831994163404
mp-556866,Ag2HgSI2,1.2212,chalcogenide,36,2.0921808621279245,1.852177946322214,2.9588988641971445,1.9823849703250631,2.2214106607430866,0.43418177908637173,2.25493815349145
mp-557396,Ag2INO3,1.4835,halide,19,2.401234269795903,2.931422386240534,2.956474159490451,2.3368152692141244,2.6564865211852533,0.2884985850076855,2.8614029823050613
mp-1203404,Ag2Mo(I2O7)2,1.9610999999999992,halide,15,3.3923153205569228,3.8431431606344857,3.891283230969687,3.276690007974648,3.6008579300339356,0.27001104146428057,3.8187720992291894
mp-27966,Ag2Mo2O7,1.9011,default,2,3.4646780501098253,3.0380070325059214,3.1316907145697193,3.4248697499600307,3.2648113867863744,0.18352567342327553,3.223079717613196
mp-560276,Ag2Mo2O7,2.0118,default,14,3.44940017584771,2.8250673173532475,3.49902771687034,3.284816891664773,3.2645780254340173,0.2658501266325139,3.28427207845781
mp-556429,Ag2Mo3SeO12,1.7276999999999991,chalcogenide,14,2.89939593114452,2.4569512038069456,2.797006091427931,3.0115873488066542,2.791235143796513,0.2073842487654772,2.803579521870683
mp-19318,Ag2MoO4,1.873099999999999,default,227,3.3177260740503813,3.4332751053742117,3.1771094607786443,3.855894417495644,3.44600126442472,0.25344214260468567,3.3964477163899103
mp-557303,Ag2NClO3,1.71,halide,62,3.0624709884958072,3.516019518590212,3.399846116273149,3.0626822549729407,3.2602547195830276,0.20190014456159402,3.5337663174887473
mp-546190,Ag2O3,0.34700000000000003,default,43,0.9819735380162826,0.9650066742896203,1.0194778850409307,1.2469717286726842,1.0533574565048796,0.1135075287001752,0.935585388780175
mp-1195759,Ag2P2H2O7,2.1369,default,70,2.791174647271405,3.75092463176359,3.1113330931764094,3.3401876541459914,3.2484050065893486,0.34957057191877106,3.0843400999594293
mp-557644,Ag2P2PbO7,2.3697,default,2,4.187099351250767,3.75330185318453,2.813078566595319,3.904337261114025,3.66445425803616,0.5156152179113265,3.6320264038692556
mp-1190325,Ag2P2PdO7,1.166799999999999,default,15,2.172915189379604,2.289619448012073,2.4893309392360363,2.086096211631653,2.2594904470648416,0.1510755147801097,2.2411272134737215
mp-707138,Ag2PHO4,1.3274,default,151,2.2810931026878944,2.467304430603104,2.799960294906148,2.15370243055472,2.4255150646879664,0.24325675361597907,2.348210970545385
mp-558151,Ag2PO3F,1.0803,halide,15,1.8784915066990409,2.2688790205351093,2.5974292839932573,2.2594279305551908,2.2510569354456496,0.25454199202272587,2.3474995989069183
mp-558469,Ag2PS3,1.9254,chalcogenide,14,3.1084481675890427,3.3167271096930784,2.977573331294682,2.6407578476171225,3.0108766140484815,0.24554110839796997,2.980925838147901
mp-561822,Ag2PS3,1.440099999999999,chalcogenide,19,2.267379238138272,2.498246296774761,2.294869995602493,2.746603556485255,2.451774771750195,0.1921616744699939,2.4354295277065736
mp-13956,Ag2PSe3,1.186599999999999,chalcogenide,19,2.266133361399916,1.9912779560639144,2.303448111514379,2.516041751258299,2.2692252950591274,0.18665064125601089,2.102870754843159
mp-667327,Ag2Pb8Cl4O7,2.2477,halide,14,3.470775371228828,3.7459921886522975,3.2928102150717127,3.4335774463869253,3.485788805334941,0.16423912916585934,3.7852263765876932
mp-1229102,Ag2PbI4,0.9013999999999991,halide,139,2.0713458828080373,2.1428005995406902,1.5448272357405053,1.956559271039326,1.9288832472821396,0.2314741985678803,1.9072066268230126
mp-20210,Ag2PbO2,1.3818000000000001,default,15,2.853459390799477,2.315678498262936,1.8443961043086103,2.211795793378181,2.306332446687301,0.3611639533794432,2.43103821030329
mp-1195817,Ag2Pd(NO2)4,1.840399999999999,nitride,14,2.947780962399983,3.1664708059207105,2.7989939666641312,3.2373844925536064,3.037657556884608,0.1742998949311549,2.8184447553066114
mp-28557,Ag2PdCl4,0.9506000000000001,halide,64,2.2608965766879345,2.1104398100509596,2.334977725319278,1.8172337190177332,2.1308869577689764,0.19833808411376183,2.4090640619284205
mp-1102900,Ag2S,1.183999999999999,chalcogenide,14,2.1151531177176146,2.00656008435847,2.40465825700185,2.00528924074066,2.1329151749546487,0.16310562629885392,1.9366758219182811
mp-1393712,Ag2S,1.2299,chalcogenide,8,1.914157245448092,2.294366331551415,2.581884485975811,2.7339044818097484,2.3810781361962667,0.31238744995301293,2.32987400429961
mp-1537871,Ag2S,0.9741999999999991,chalcogenide,63,2.2486167728443203,1.8548634374758888,1.8385785200484408,1.9184666729417255,1.9651313508275936,0.1663702259655776,1.9688278797897303
mp-2018369,Ag2S,1.5694,chalcogenide,14,2.554812172162677,2.4511691403964364,2.680697220491935,2.787635041874742,2.6185783937314473,0.1270146527323606,2.600129618648284
mp-2025704,Ag2S,1.0891,chalcogenide,11,2.4447628314024645,1.7315996983185917,2.0466722869697693,2.0218170466324445,2.0612129658308174,0.2537315881454945,1.857388283252961
mp-2212763,Ag2S,0.6818999999999991,chalcogenide,18,1.5828058108096585,1.3823115694665498,1.439821506197441,1.544393616614489,1.4873331257720346,0.08009028419056549,1.504975755224162
mp-2766207,Ag2S,0.6684999999999991,chalcogenide,129,1.9053996061310519,1.4391552178051776,1.4031012159717968,1.5436728553841172,1.572832223823036,0.1988274940162065,1.5838809342968863
mp-31053,Ag2S,1.3634,chalcogenide,4,2.6240698266816556,2.2232456376702943,2.002453055276329,2.3687575023650447,2.304631505498331,0.2258807538145206,2.1905902818720544
mp-32669,Ag2S,1.3001,chalcogenide,36,2.6570826147165,2.368757190799518,2.4861208870356535,2.266977290777044,2.444734495832179,0.14506440965963707,2.346463294824197
mp-32868,Ag2S,0.6242999999999991,chalcogenide,1,1.7075978483264975,1.2588776984089862,1.5046253855267622,1.5376800515440003,1.5021952459515615,0.16020200920308209,1.4606948032173661
mp-32884,Ag2S,1.442799999999999,chalcogenide,2,2.663565472474011,2.5872109486398904,2.3585646494379406,2.6166524196352974,2.556498372546785,0.11747648098870372,2.472846147538546
mp-36216,Ag2S,1.0895,chalcogenide,63,2.2050252550065044,1.8492572286319093,2.2438212882205155,2.3812727505529123,2.1698441306029603,0.1963341249075207,2.114121313935813
mp-38511,Ag2S,0.12020000000000002,chalcogenide,7,0.8597881667051427,0.5860365444352994,0.949850962593726,0.8773526966714988,0.8182570926014168,0.13825741403876132,0.9377094740129792
mp-556225,Ag2S,1.0853,chalcogenide,11,1.9744345827205905,2.3282131995220063,2.1943721082815704,1.927187913513978,2.106051951009536,0.1631498897223783,1.9934240053645853
mp-560025,Ag2S,0.37009999999999904,chalcogenide,4,1.378500611655955,1.0662129861741148,1.1990045406045824,1.0991880223450958,1.185726540194937,0.12156330921465522,1.2561019466449834
mp-610517,Ag2S,1.000699999999999,chalcogenide,14,1.7803487644952727,1.9716377115778125,1.9032310237101009,2.340632397231809,1.9989624742537488,0.2088309385847102,2.0731790875891947
mp-1192057,Ag2S2O7,2.301599999999999,chalcogenide,2,3.847662283994819,3.5648266689235895,3.2327161760843914,3.307419324499886,3.4881561133756716,0.24137025977622703,3.3340959032520265
mp-30982,Ag2SO3,2.3467000000000002,chalcogenide,14,3.8485823352777087,4.249682360999214,3.8158025796069146,3.1394552945027865,3.763380642596656,0.398678940135719,3.6090815809361083
mp-5625,Ag2SO4,1.2289,chalcogenide,70,2.034245289987215,1.993545604249325,2.406122532003814,1.9007022330929817,2.083653914833334,0.19236556783696612,2.0352559768554643
mp-660503,Ag2SO4,1.321,chalcogenide,1,2.107995030194255,2.342123996183809,1.957343299889342,2.7201105657495135,2.28189322300423,0.28776527742980135,2.287554177383812
mp-1183005,Ag2Se,1.7115,chalcogenide,19,2.469151256275299,3.1426758841109916,2.288838974936124,2.9423716085804146,2.7107594309757075,0.34517655069922976,2.801846599976277
mp-2022604,Ag2Se,0.191699999999999,chalcogenide,62,0.9548572865366322,0.9161090034580598,0.9378969590102654,0.9320838671996646,0.9352367790511554,0.013855085020359805,0.8915109283785787
mp-568971,Ag2Se,0.9678,chalcogenide,62,1.66411814122031,1.9438654526638013,1.974473314755537,2.0257051218156574,1.9020405076138265,0.1404420047696201,1.8642381845551184
mp-754954,Ag2Se,0.13839999999999902,chalcogenide,19,0.78654168906691,0.7095649303407252,0.9061372517375242,0.7703877039993621,0.7931578937861303,0.07126425220351736,0.7170951144358286
mp-1215036,Ag2SeO2,0.15400000000000003,chalcogenide,70,0.8299029882014654,0.8394292415093269,0.9572074827650785,0.9450288440168761,0.8928921391231867,0.05848207840880774,0.6595520889769182
mp-16913,Ag2SeO3,1.7022,chalcogenide,14,2.4868232913640913,2.691222145099732,3.258036032468569,2.7928572486936045,2.8072346794064993,0.282644182736899,2.6471812907048142
mp-2748718,Ag2SeO3,2.093499999999999,chalcogenide,14,3.5631994868582058,3.155536006161635,3.1856596877228407,3.6003516497049226,3.376186707611901,0.2062831659535599,3.2878196407147815
mp-11641,Ag2SeO4,0.42639999999999906,chalcogenide,70,1.2786507673101857,1.149669874536142,1.3345680276606813,1.3099108230791738,1.2681998731465456,0.07124450336218278,1.262237474999351
mp-663172,Ag2SeO4,0.48150000000000004,chalcogenide,2,1.2775386186799536,1.1082877503071042,1.3470412237992127,1.2286398716018954,1.2403768660970416,0.08709703297041299,1.1395563015045858
mp-1197599,Ag2Sn(S2O7)3,2.4602,chalcogenide,147,3.22710483567653,3.8841193852815894,3.038473910865951,3.474488093364265,3.406046556297084,0.31637306414154964,3.1426498441392754
mp-680202,Ag2SnO3,0.1452,chalcogenide,19,0.9734022590972395,0.8107747760615269,0.8116444055808942,0.9134302641790305,0.8773129262296728,0.069421362028341,0.820810226743103
mp-1193238,Ag2Te(H2O3)2,0.7501000000000001,chalcogenide,43,1.5024345522658564,1.8305339206118225,1.6669950858852454,1.9855544779833452,1.7463795091865673,0.18034526562347133,1.8758610672874807
mp-1190916,Ag2Te3Mo3O16,2.020299999999999,chalcogenide,5,3.516384705859605,3.1104285388903286,3.3950623978680436,3.337505647917948,3.3398453226339813,0.14735383772415506,3.1755862716821133
mp-1197464,Ag2Te4MoO12,2.1281,chalcogenide,15,4.007552047448233,3.1108266483425293,2.853032880381292,3.342446162380062,3.3284644346380294,0.42858979321418067,3.476026785721108
mp-561380,Ag2Te4O11,1.1402,chalcogenide,2,2.202538545026813,2.0100292380611524,2.215273235346298,2.073692525062393,2.125383385874164,0.08661932251397708,2.0281891241731413
mp-18068,Ag2TeO3,1.627299999999999,chalcogenide,14,2.753512263492183,2.3765904975721437,2.6267051227466274,2.4208019459632797,2.5444024574435584,0.15324700650889903,2.358904999177839
mp-1183014,Ag2TeO6,0.28080000000000005,chalcogenide,9,0.8095395647130101,0.8950939504289044,1.3240654702667274,1.10961780350448,1.0345791972282805,0.19970732647230013,1.0626561290719156
mp-29163,Ag2TeS3,1.2999,chalcogenide,9,2.760481397729551,2.0835132214046435,2.4035603762553306,2.199575995263379,2.3617827476632263,0.2571239698976794,2.3427171056970497
mp-32537,Ag2W2O7,1.9614,default,2,2.99217361953725,2.6373769186355185,2.7810226604038024,3.621037158211132,3.007902589196926,0.37581417444028925,3.0996496651890206
mp-504466,Ag2WO4,2.0439,default,58,3.1374781159322307,3.0160844344918583,3.7334288653166423,3.5257436408564873,3.3531837641493043,0.2891920351337519,3.280009914970762
mp-637188,Ag2WO4,1.7809,default,34,2.919156119137058,3.358802102771355,3.1487808961609267,3.0491867842291023,3.1189814755746106,0.16062643829062637,3.002405798860195
mp-990091,Ag2WS4,1.098999999999999,chalcogenide,62,2.1560029742236684,1.8856171716078058,2.336084193446391,2.5891034046144363,2.2417019359730754,0.25677639221603377,2.2118749620629115
mp-1183016,Ag3As2C3Se5N,1.246,chalcogenide,2,1.991790697033046,2.141167655811815,2.297622427345174,2.620904280458191,2.2628712651620564,0.23328722975183544,2.1215331937210276
mp-2749579,Ag3AsF12,0.153999999999999,chalcogenide,2,0.9412778462402435,0.8360776431544388,1.221778550763353,0.9133643548326784,0.9781245987476783,0.14585622911658494,1.0510101881013025
mp-4431,Ag3AsS3,1.177099999999999,chalcogenide,161,2.1876542504993846,2.2912385281064807,2.1067286541529877,2.058229114912161,2.1609626369177533,0.088288945359556,2.03983930429695
mp-555843,Ag3AsS3,1.6989,chalcogenide,161,2.811333007671793,2.933317627826831,2.7321677261080692,2.5848375754908766,2.7654139842743923,0.12650429174455766,2.628773859987945
mp-561620,Ag3AsS3,1.627799999999999,chalcogenide,15,2.810341970565439,2.636047875990843,2.9617719648412653,3.086156489896535,2.8735795753235207,0.16836503869690486,2.8778022724104373
